date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:44:25	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20May%202025%2023:44:27%20GMT	http://www.standardrobinbk.com/stanrob-financial-advice	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/stanrob-financial-advice	(from )
19:44:25	41501/41501	---M-Z	200	added ('OK')	text/html	date:Sun,%2011%20May%202025%2023:44:27%20GMT	http://www.standardrobinbk.com/stand-alone-investment-advice	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/stand-alone-investment-advice.html	(from )
19:44:26	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20May%202025%2023:44:27%20GMT	http://www.standardrobinbk.com/child-trust-fund	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/child-trust-fund	(from )
19:44:26	46735/46735	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20May%202025%2023:44:27%20GMT	http://www.standardrobinbk.com/onshore-investment-bond	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/onshore-investment-bond.html	(from )
19:44:26	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20May%202025%2023:44:28%20GMT	http://www.standardrobinbk.com/financial-news-analysis	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/financial-news-analysis	(from )
19:44:26	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20May%202025%2023:44:28%20GMT	http://www.standardrobinbk.com/why-invest	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/why-invest	(from )
19:44:27	51062/51062	---M-Z	200	added ('OK')	text/html	date:Sun,%2011%20May%202025%2023:44:28%20GMT	http://www.standardrobinbk.com/wealth-insights	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/wealth-insights.html	(from )
19:44:27	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20May%202025%2023:44:28%20GMT	http://www.standardrobinbk.com/global-investment-centre	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/global-investment-centre	(from )
19:44:27	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20May%202025%2023:44:29%20GMT	http://www.standardrobinbk.com/logon-global-investment-centre	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/logon-global-investment-centre	(from )
19:44:27	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20May%202025%2023:44:29%20GMT	http://www.standardrobinbk.com/logon-sharedealing	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/logon-sharedealing	(from )
19:44:28	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20May%202025%2023:44:29%20GMT	http://www.standardrobinbk.com/investments-contacts	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/investments-contacts	(from )
19:44:28	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20May%202025%2023:44:29%20GMT	http://www.standardrobinbk.com/existing-selected-investments-customers	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/existing-selected-investments-customers	(from )
19:44:28	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20May%202025%2023:44:30%20GMT	http://www.standardrobinbk.com/getting-started-investing	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/getting-started-investing	(from )
19:44:28	49824/49824	---M-Z	200	added ('OK')	text/html	date:Sun,%2011%20May%202025%2023:44:30%20GMT	http://www.standardrobinbk.com/home-insurance	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/home-insurance.html	(from )
19:44:29	58404/58404	---M-Z	200	added ('OK')	text/html	date:Sun,%2011%20May%202025%2023:44:30%20GMT	http://www.standardrobinbk.com/travel-insurance	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/travel-insurance.html	(from )
19:44:29	55905/55905	---M-Z	200	added ('OK')	text/html	date:Sun,%2011%20May%202025%2023:44:30%20GMT	http://www.standardrobinbk.com/student-insurance	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/student-insurance.html	(from )
19:44:29	45030/45030	---M-Z	200	added ('OK')	text/html	date:Sun,%2011%20May%202025%2023:44:31%20GMT	http://www.standardrobinbk.com/life-cover	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/life-cover.html	(from )
19:44:30	44915/44915	---M-Z	200	added ('OK')	text/html	date:Sun,%2011%20May%202025%2023:44:31%20GMT	http://www.standardrobinbk.com/critical-illness-cover	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/critical-illness-cover.html	(from )
19:44:30	44984/44984	---M-Z	200	added ('OK')	text/html	date:Sun,%2011%20May%202025%2023:44:32%20GMT	http://www.standardrobinbk.com/income-cover	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/income-cover.html	(from )
19:44:31	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20May%202025%2023:44:32%20GMT	http://www.standardrobinbk.com/telephone-protection-advice	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/telephone-protection-advice	(from )
19:44:31	44080/44080	---M-Z	200	added ('OK')	text/html	date:Sun,%2011%20May%202025%2023:44:32%20GMT	http://www.standardrobinbk.com/home-insurance-claims	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/home-insurance-claims.html	(from )
19:44:31	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20May%202025%2023:44:33%20GMT	http://www.standardrobinbk.com/travel-insurance-claims	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/travel-insurance-claims	(from )
19:44:31	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20May%202025%2023:44:33%20GMT	http://www.standardrobinbk.com/car-insurance-claims	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/car-insurance-claims	(from )
19:44:32	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20May%202025%2023:44:33%20GMT	http://www.standardrobinbk.com/bereavement-support	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/bereavement-support	(from )
19:44:32	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20May%202025%2023:44:33%20GMT	http://www.standardrobinbk.com/separation-support	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/separation-support	(from )
19:44:32	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20May%202025%2023:44:34%20GMT	http://www.standardrobinbk.com/settling-in-uk	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/settling-in-uk	(from )
19:44:32	49965/49965	---M-Z	200	added ('OK')	text/html	date:Sun,%2011%20May%202025%2023:44:34%20GMT	http://www.standardrobinbk.com/getting-married	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/getting-married.html	(from )
19:44:33	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20May%202025%2023:44:34%20GMT	http://www.standardrobinbk.com/planning-retirement	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/planning-retirement	(from )
19:44:33	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20May%202025%2023:44:34%20GMT	http://www.standardrobinbk.com/growing-wealth	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/growing-wealth	(from )
19:44:33	50955/50955	---M-Z	200	added ('OK')	text/html	date:Sun,%2011%20May%202025%2023:44:35%20GMT	http://www.standardrobinbk.com/moving-abroad	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/moving-abroad.html	(from )
19:44:34	38292/38292	---M-Z	200	added ('OK')	text/html	date:Sun,%2011%20May%202025%2023:44:35%20GMT	http://www.standardrobinbk.com/financial-health-check	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/financial-health-check.html	(from )
19:44:34	45922/45922	---M-Z	200	added ('OK')	text/html	date:Sun,%2011%20May%202025%2023:44:35%20GMT	http://www.standardrobinbk.com/protecting-what-matters	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/protecting-what-matters.html	(from )
19:44:34	49999/49999	---M-Z	200	added ('OK')	text/html	date:Sun,%2011%20May%202025%2023:44:36%20GMT	http://www.standardrobinbk.com/ways-we-can-help	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/ways-we-can-help.html	(from )
19:44:34	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20May%202025%2023:44:36%20GMT	http://www.standardrobinbk.com/faq	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/faq	(from )
19:44:35	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20May%202025%2023:44:36%20GMT	http://www.standardrobinbk.com/book-review	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/book-review	(from )
19:44:35	55254/55254	---M-Z	200	added ('OK')	text/html	date:Sun,%2011%20May%202025%2023:44:37%20GMT	http://www.standardrobinbk.com/overpayment-calculator	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/overpayment-calculator.html	(from )
19:44:35	53469/53469	---M-Z	200	added ('OK')	text/html	date:Sun,%2011%20May%202025%2023:44:37%20GMT	http://www.standardrobinbk.com/repayment-calculator	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/repayment-calculator.html	(from )
19:44:36	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20May%202025%2023:44:37%20GMT	http://www.standardrobinbk.com/base-rate-information	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/base-rate-information	(from )
19:44:36	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20May%202025%2023:44:37%20GMT	http://www.standardrobinbk.com/activate-card	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/activate-card	(from )
19:44:36	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20May%202025%2023:44:38%20GMT	http://www.standardrobinbk.com/security-centre	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/security-centre	(from )
19:44:36	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20May%202025%2023:44:38%20GMT	http://www.standardrobinbk.com/helpful-guides	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/helpful-guides	(from )
19:44:37	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20May%202025%2023:44:38%20GMT	http://www.standardrobinbk.com/secure-key	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/secure-key	(from )
19:44:37	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20May%202025%2023:44:38%20GMT	http://www.standardrobinbk.com/card-support	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/card-support	(from )
19:44:39	483640/483640	---M-Z	200	added ('OK')	text/css	date:Sat,%2019%20Feb%202022%2020:11:32%20GMT	http://www.standardrobinbk.com/site.min.css	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/site.min.css	(from http://www.standardrobinbk.com/online-bonus-saver)
19:44:40	140427/140427	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Jul%202022%2016:12:58%20GMT	http://www.standardrobinbk.com/css/bootstrap.min.css	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/css/bootstrap.min.css	(from http://www.standardrobinbk.com/online-bonus-saver)
19:44:41	31025/31025	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Jul%202022%2016:12:58%20GMT	http://www.standardrobinbk.com/css/font-awesome.min.css	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/css/font-awesome.min.css	(from http://www.standardrobinbk.com/online-bonus-saver)
19:44:41	25427/25427	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Jul%202022%2016:12:58%20GMT	http://www.standardrobinbk.com/css/animate.css	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/css/animate.css	(from http://www.standardrobinbk.com/online-bonus-saver)
19:44:41	2598/2598	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Jul%202022%2016:12:58%20GMT	http://www.standardrobinbk.com/css/bootstrap-4-navbar.css	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/css/bootstrap-4-navbar.css	(from http://www.standardrobinbk.com/online-bonus-saver)
19:44:42	795/795	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Jul%202022%2016:12:58%20GMT	http://www.standardrobinbk.com/css/filterizer.css	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/css/filterizer.css	(from http://www.standardrobinbk.com/online-bonus-saver)
19:44:42	5278/5278	---M-Z	200	added ('OK')	text/css	date:Sat,%2019%20Feb%202022%2020:07:26%20GMT	http://www.standardrobinbk.com/inc/lightbox/css/jquery.fancybox.css	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/inc/lightbox/css/jquery.fancybox.css	(from http://www.standardrobinbk.com/online-bonus-saver)
19:44:42	2941/2941	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Jul%202022%2016:12:58%20GMT	http://www.standardrobinbk.com/css/owl.carousel.min.css	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/css/owl.carousel.min.css	(from http://www.standardrobinbk.com/online-bonus-saver)
19:44:42	49147/49147	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Nov%202022%2014:58:33%20GMT	http://www.standardrobinbk.com/images/favicon.png	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/images/favicon.png	(from http://www.standardrobinbk.com/online-bonus-saver)
19:44:42	941/941	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Jul%202022%2016:12:58%20GMT	http://www.standardrobinbk.com/css/owl.theme.default.min.css	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/css/owl.theme.default.min.css	(from http://www.standardrobinbk.com/online-bonus-saver)
19:44:43	9055/9055	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Jul%202022%2016:12:58%20GMT	http://www.standardrobinbk.com/css/fakeLoader.css	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/css/fakeLoader.css	(from http://www.standardrobinbk.com/online-bonus-saver)
19:44:43	23811/23811	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Jul%202022%2016:12:58%20GMT	http://www.standardrobinbk.com/css/sweetalert.css	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/css/sweetalert.css	(from http://www.standardrobinbk.com/online-bonus-saver)
19:44:43	88695/88695	---M-Z	200	added ('OK')	text/css	date:Thu,%2015%20Jun%202023%2011:36:03%20GMT	http://www.standardrobinbk.com/style.css	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/style.css	(from http://www.standardrobinbk.com/online-bonus-saver)
19:44:44	10842/10842	---M-Z	200	added ('OK')	text/css	date:Sat,%2019%20Feb%202022%2020:11:58%20GMT	http://www.standardrobinbk.com/color/default.css	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/color/default.css	(from http://www.standardrobinbk.com/online-bonus-saver)
19:44:44	10768/10768	---M-Z	200	added ('OK')	text/css	date:Sat,%2019%20Feb%202022%2020:11:58%20GMT	http://www.standardrobinbk.com/color/color-switcher.css	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/color/color-switcher.css	(from http://www.standardrobinbk.com/online-bonus-saver)
19:44:44	15829/15829	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Jul%202022%2016:12:58%20GMT	http://www.standardrobinbk.com/css/responsive.css	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/css/responsive.css	(from http://www.standardrobinbk.com/online-bonus-saver)
19:44:44	89/89	---M--	200	added ('OK')	text/css	date:Fri,%2029%20Jul%202022%2016:12:58%20GMT	http://www.standardrobinbk.com/css/customcss.css	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/css/customcss.css	(from http://www.standardrobinbk.com/online-bonus-saver)
19:44:44	6988/6988	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Jul%202022%2016:12:58%20GMT	http://www.standardrobinbk.com/css/toastr.css	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/css/toastr.css	(from http://www.standardrobinbk.com/online-bonus-saver)
19:44:45	38015/38015	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20May%202025%2023:44:46%20GMT	http://www.standardrobinbk.com/secure/customer_login	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/secure/customer_login.html	(from http://www.standardrobinbk.com/online-bonus-saver)
19:44:46	52494/52494	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20May%202025%2023:44:47%20GMT	http://www.standardrobinbk.com/	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/index.html	(from http://www.standardrobinbk.com/online-bonus-saver)
19:44:47	49246/49246	---M-Z	200	added ('OK')	text/html	date:Sun,%2011%20May%202025%2023:44:47%20GMT	http://www.standardrobinbk.com/premier-accounts.php	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/premier-accounts.html	(from http://www.standardrobinbk.com/online-bonus-saver)
19:44:47	55904/55904	---M-Z	200	added ('OK')	text/html	date:Sun,%2011%20May%202025%2023:44:48%20GMT	http://www.standardrobinbk.com/advance-accounts.php	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/advance-accounts.html	(from http://www.standardrobinbk.com/online-bonus-saver)
19:44:47	55473/55473	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20May%202025%2023:44:47%20GMT	http://www.standardrobinbk.com/current-accounts.php	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/current-accounts.html	(from http://www.standardrobinbk.com/online-bonus-saver)
19:44:47	64479/64479	---M-Z	200	added ('OK')	text/html	date:Sun,%2011%20May%202025%2023:44:49%20GMT	http://www.standardrobinbk.com/student-accounts.php	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/student-accounts.html	(from http://www.standardrobinbk.com/online-bonus-saver)
19:44:48	48440/48440	---M-Z	200	added ('OK')	text/html	date:Sun,%2011%20May%202025%2023:44:49%20GMT	http://www.standardrobinbk.com/bank-accounts.php	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/bank-accounts.html	(from http://www.standardrobinbk.com/online-bonus-saver)
19:44:49	55065/55065	---M-Z	200	added ('OK')	text/html	date:Sun,%2011%20May%202025%2023:44:50%20GMT	http://www.standardrobinbk.com/saving-accounts.php	C:/Users/USER/Downloads/stbn/www.standardrobinbk.com/saving-accounts.html	(from http://www.standardrobinbk.com/online-bonus-saver)
